"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",1.93189668306972,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",2.15722017851,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",2.23347847847397,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",2.30442981995544,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.35987732996317,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.27200285548599,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.47277798936412,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.69675253058256,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.882955311653,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",3.10672152662745,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",5.19677715873343,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.992582458272,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.5034949363467,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.64677077974695,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",6.39789112700256,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",5.94599766968747,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",5.19615580840608,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",4.57329743460795,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",4.14946083097487,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.84974704536048,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.62455653268931,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.51878284560287,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",3.1741367162358,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",2.97586488671046,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.85515165369018,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.75227027150439,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",4.35274279027968,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.25993469758077,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.68132523990342,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.72542001938858,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",6.49729753267416,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",6.18745417279996,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",5.30125548799999,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",4.36846877599999,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.64797638799998,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.13588164299993,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.8295374400999,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.00809010721949,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.127682421921947,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.545054663072621,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.313558171709644,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.55346670908207,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.80293370082379,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",1.97315205846259,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",2.84000000000005,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",2.9,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",2.79999999999995,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",2.39999999999999,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",2.15999999999995,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",2.09999999999998,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",2.2167921578474,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",2.09999999999997,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.00000000000004,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.97610638981337,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.989991002008568,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.26442090464014,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.1728921999402,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.92168909116578,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.36530722322108,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.99425910349335,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",5.21130299560301,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.08633008651373,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",4.74701141828637,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",4.24950677286283,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",3.43251020884541,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",3.16346971517809,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.06569732415197,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.07850684935083,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.11862582211895,
